uuid,name,chinese,math,english,physics,chemistry,biology,sum,
44ed3a8d-93be-4965-90f3-ee4dd03eee42,Brielle,69,27,24,68,50,21,259,
9246acde-d6a8-4c81-99b1-7309ec5bbc6d,Brileigh,10,12,80,51,18,25,196,
7417ea11-d8c8-4e08-874d-64eafa282bcb,Briley,58,23,80,45,45,86,337,
6711fd11-2674-402f-800a-a0d0f29bcf0c,Brilynn,71,28,23,79,19,53,273,
2ccce569-625a-40cc-a286-71efbe2d9be8,Brinkley,69,72,91,39,76,99,446,
fb99b6fd-48a0-433f-94c2-49ad55874c6a,Brinlee,91,26,57,33,99,58,364,
b33e3a70-4cbe-4844-abfa-368fc6c784de,Brinlee,29,9,47,66,90,68,309,
be5da1bf-1a66-4984-a174-6ecd6f4d7dc5,Brinlee,89,69,43,67,52,75,395,
ebf214af-1efb-4a31-a726-3567e069e42a,Brinnley,52,63,31,97,45,40,328,
c51116ba-2d4e-4dcd-b18a-220208b491db,Brion,47,99,34,95,76,99,450,
8d46d03c-0994-47c2-a033-5dbcc221e1cd,Briona,51,12,86,97,25,29,300,
2747c30d-f32c-4ffc-80fc-2287fa63a961,Brione,4,90,5,0,8,25,132,
c559e416-ea3d-4c42-84e2-ba1166e5cc48,Brionna,55,81,84,42,26,23,311,
362b8956-8817-4951-b2be-ad1901fb5ba1,Brionna,53,68,16,55,49,84,325,
281dba49-575e-4095-8ae4-1ac5d462fe0d,Briseida,40,31,13,2,95,89,270,
9df6427a-e82f-47c4-b3fb-7af79f1f94d5,Briseida,24,8,21,44,83,3,183,
49c7ebc9-a2cf-4fc8-a09d-5c38782d836f,Briseidy,22,94,22,50,2,8,198,
dd11a274-5c7b-49bb-bffe-a53a1f9ded0c,Bristal,61,68,95,9,75,40,348,
150c1a05-2015-4bac-b430-94a4a9ba6d74,Britainy,40,23,98,34,72,65,332,
359eca88-9dae-4487-b403-2168b4a07742,Britanny,28,37,85,91,77,52,370,
c88d4005-1db6-46c4-82ba-0bd75a1777cf,Britini,13,98,61,37,8,28,245,
77108ca3-1f76-498e-bed2-12569d614d21,Britini,91,28,47,75,42,32,315,
c63529ec-7ab1-44b3-89e7-5566246c6b99,Britney,26,85,91,57,52,22,333,
190e91a6-957a-4023-aa3b-0da8d74f5d69,Britney,49,74,76,82,53,20,354,
3dc3e500-637c-4a7a-8716-58008ba6ce56,Britny,46,56,71,21,94,33,321,
94269a9c-7a26-4128-829c-67d853791aae,Britny,14,46,62,44,33,99,298,
5be9b743-7904-483d-80ee-4c835d6d1519,Brittanee,41,85,12,36,32,57,263,
5d2ab742-bf41-4f79-9c22-aa51561b43ea,Brittani,0,24,29,5,14,48,120,
b977638d-82b0-4fb0-a847-60f158dc03b1,Brittany,41,94,86,52,63,26,362,
66f200c0-e9a3-4069-b233-c46b7a3fcbe6,Brittany,63,90,2,24,44,50,273,
607d736e-9bf0-458a-a6fe-3f12335e92b1,Brittanya,29,63,21,52,55,62,282,
0d0cfcae-449b-49ee-8b83-2b145773d348,Brittanya,61,29,96,100,32,26,344,
62ebaf56-54ef-46fa-95c6-d8e48bf65fc2,Brittanya,35,47,61,6,6,89,244,
463280e9-1b48-4a29-a539-18f5e595ef0f,Britteny,100,53,1,20,85,26,285,
31467ee0-4a73-4fcc-b7b6-e2fb7d3e4452,Brittnee,36,74,83,46,50,99,388,
6d95e1e4-441d-49aa-9740-37c04957eff6,Brittyn,90,86,62,12,93,11,354,
cab02f78-8a31-43d1-869e-2dce53c1b6ee,Briunna,32,72,81,93,55,18,351,
2520881b-b0e7-41bb-a403-cba085145a34,Briyanna,7,28,21,73,89,86,304,
3bbdcb11-13fc-40d0-b8d3-a6f6024466e2,Brodee,67,54,24,93,73,53,364,
c41e4ade-b452-4160-ae48-2ad196dbc845,Broderick,63,59,83,99,11,77,392,
d0a3a134-d7eb-4c0d-bf06-04ea9452a8f1,Broderick,23,74,20,87,40,23,267,
6571ee2f-554b-40f7-b24e-b8b22987da3b,Brodey,24,76,76,10,22,40,248,
6f3ae064-68c3-4420-8e10-0d7252262d88,Brodyn,40,93,60,17,27,43,280,
95d92ac5-23c0-413f-947e-7300e9a455db,Brodyn,52,22,18,54,54,83,283,
c42bb4fa-173e-4470-bfb3-6446c5ef57a0,Bronislaw,87,83,92,51,35,100,448,
8f6c6e22-1ce1-4fc5-aab7-15b6fb6e1bbd,Bronner,14,48,11,28,41,66,208,
068645f0-ddfe-40f0-bb17-05ee44a90837,Bronson,95,65,89,14,90,91,444,
92900e8c-1daa-47b5-9b58-94be99ea1ab7,Brookie,3,53,22,30,10,90,208,
4f30d371-9fe2-4c4f-ac03-7673ebf1ebcf,Brooklee,8,49,72,86,82,58,355,
8ab378ec-ec63-4ab3-81de-35dc09a4a4e2,Brooxie,31,85,45,67,89,95,412,
233066bb-76d6-448c-a8c6-9835a480d0dc,Broughton,38,74,16,31,6,100,265,
24d8e9e1-3ef7-43b6-b879-0a9038c7c08c,Broward,74,6,34,37,32,83,266,
e4152b1e-73c7-4f80-9dcf-b22692e15fdf,Broward,46,72,69,26,21,64,298,
82c42150-70b2-4d68-9c2b-6f8bbc21a31e,Bruce,21,80,12,82,25,96,316,
aded3beb-f280-415e-968c-ad07b3708673,Brunilda,56,82,50,87,51,67,393,
d009ae20-d7af-49a0-84f4-c42cf9a2b85a,Bruno,70,31,35,24,22,100,282,
fd74a937-3426-4943-93d7-8a95251ca695,Brunson,17,36,6,79,85,35,258,
2a074dea-910d-4cc4-a972-f481449f29a4,Bryant,66,77,96,4,27,51,321,
e2979f13-2a09-44f4-8632-d4d9302dcb9d,Bryceson,5,32,82,48,46,52,265,
2dc60d29-5b1b-4403-8699-b2e66b1c9627,Bryceson,87,62,8,86,96,5,344,
16a0f2c6-ab3a-4565-8f33-d998e0d1a98b,Bryen,52,66,32,92,22,85,349,
476d8133-b931-4f83-84bb-222e21ac02ca,Bryndee,75,99,92,90,68,83,507,
2992d666-ded2-4928-9c15-221c7d8fb301,Bryndee,36,57,56,81,1,67,298,
9cbe6d75-b712-4031-b92f-1d722b0b0e74,Brynley,52,91,16,29,7,50,245,
f99e5c96-4dc0-4432-aff9-2ff1c31f280b,Brynley,28,7,100,19,100,66,320,
209c1146-f871-41d4-b962-9b7f5102bb88,Brynne,18,38,13,37,40,92,238,
090f12aa-63cb-4281-8ac0-f056dc2f8aee,Brynnley,13,39,83,22,5,0,162,
d1857863-c46c-49a6-b1e9-952f3c071959,Bryony,78,45,71,58,61,54,367,
815fe776-5cc8-4082-b2e7-c8e11eb6facd,Bryttani,13,7,15,51,86,2,174,
f1906250-a6ed-45e9-91c1-35f723380481,Buck,25,95,36,70,100,58,384,
6b870443-07b4-44f7-a9e8-b63c7de2c44c,Bud,85,47,8,74,12,3,229,
b9e1a3a4-f569-4a64-ad31-1f758898581a,Buel,53,37,77,58,51,58,334,
cd572edd-2bb9-4130-a167-8df39c40fd80,Buelah,82,33,82,63,30,73,363,
1020420d-5972-4328-a31f-9e96c29d0194,Buelah,80,39,31,57,74,60,341,
aa7eb22e-f6f2-43c0-ad36-6acd2ee9dd43,Bula,45,89,39,54,9,73,309,
f647e13d-f64a-4c8b-95ef-53f6aa852484,Bulmaro,3,71,86,90,37,92,379,
5b345d09-6696-44db-9c20-7f0fea5d591c,Bunia,85,87,11,87,100,95,465,
87146db7-7d22-4f8a-9606-41b49d8e3511,Bunnie,19,8,8,47,41,57,180,
34d24cbb-317d-4685-b0a5-6def3bbe9f57,Burach,56,51,50,25,30,64,276,
bff02630-ae52-4cb4-9fb3-37ba57254177,Burdette,24,45,4,53,3,9,138,
171dc720-369d-44a1-80c4-282094495fc6,Burgandy,70,81,44,48,45,81,369,
096e8de6-3393-4079-a450-bfb7f77b2c24,Burgess,84,66,49,40,87,0,326,
072dcca2-2584-4aa4-925d-2fae06788f34,Burhan,36,23,51,9,24,90,233,
872ec60c-c397-400b-833d-565687420259,Burley,34,41,73,68,9,45,270,
7659957b-facd-4801-b803-722da56c7964,Burley,14,100,46,21,30,56,267,
b27fabf5-df5d-4d2c-a0f2-a8d3641758a8,Burnell,6,54,86,5,2,75,228,
e8fcf487-30cb-42f3-9157-d2ad0028667f,Burnell,87,74,51,58,67,75,412,
25434109-94d4-443b-abfa-e0879481aacc,Burnell,8,19,69,24,32,73,225,
d15bb183-4398-43ed-95a5-825fa7cb8034,Burnell,94,64,1,87,93,75,414,
1d526958-9205-4735-83b6-ae710d504be1,Burnett,79,40,68,27,32,18,264,
91c6e9b8-6472-4c24-8e24-49ae6d3313f0,Burnice,87,31,66,47,80,70,381,
194df000-cd80-433e-8179-26862e457327,Burnis,73,88,60,39,70,72,402,
2f2b0fd0-7fcc-4e0e-be64-005513255bd9,Burrel,64,85,58,70,56,40,373,
9a486ce2-31b0-425f-aaa8-c09ca2ab20d0,Burt,53,66,96,18,90,97,420,
7008ae8b-89dd-43fc-ab53-cd04e27d5101,Burt,98,98,0,14,69,77,356,
81a89484-d37b-401a-8da3-0bf61acacc8c,Byford,91,71,40,11,24,97,334,
2ee479ab-a864-485c-ac6b-0f5659a4fea5,Byrd,3,89,80,77,49,53,351,
107fa589-a1e4-4621-8def-6db570b87f80,Byron,55,62,98,42,10,26,293,
52e19f34-2acb-488c-90a7-6bcc3729c734,Cadance,44,51,20,45,60,67,287,
2404841e-781e-443e-b63b-d2c0922c42ca,Cadance,31,64,77,83,24,15,294,
1303c9a6-eb51-4ce0-b884-ca0cf768815c,Cadarius,46,19,15,23,8,8,119,
a0288610-d6bd-43f3-a50c-0450712ccfa9,Cadarius,93,26,4,70,26,23,242,
91f6eb01-d19b-4daf-9a25-218ce613fdea,Cadee,67,12,86,41,86,47,339,
88773610-834d-4520-a707-c1bb07125249,Cadyn,27,57,10,95,11,95,295,
f0d4bd93-c344-4dcb-b95c-f5178dc25dda,Cadynce,77,63,46,10,31,45,272,
e6e3ae41-6da7-456a-a65a-b9ddf2c47775,Caedmon,16,29,98,19,42,64,268,
ede0fd33-8d79-4bb8-8c30-ddc682fc21bf,Caedyn,31,21,34,35,100,30,251,
9be87e00-87f0-4504-a12a-81c4a60a9f1e,Cael,85,5,97,33,7,12,239,
b928ad9f-e718-459e-b881-d91ab74ef7c4,Caesar,91,62,72,32,69,70,396,
540064a0-a2ba-4eb4-b742-e8b4918de8ea,Cage,95,45,30,16,92,60,338,
45403460-634a-4f5c-8ede-efe7c985eb23,Caia,15,91,16,62,47,97,328,
86a871c5-51c5-4d31-8255-bc45616cf929,Caidan,62,100,86,17,13,77,355,
f07c4706-4c96-43e7-9d12-38d4dd16a355,Cainan,63,59,31,77,27,78,335,
6270a96a-eba0-4184-9da0-2ad1b8440e13,Caine,47,76,20,32,96,12,283,
306a4552-8f96-47a8-bc50-f638b3a0d1e8,Caio,90,32,64,54,95,92,427,
2b0b23d5-ccd9-4ba0-acf0-24ba83903607,Caitlin,64,14,96,71,21,74,340,
159b5e39-3797-4840-a036-82c3fc529be3,Caitlynn,45,73,67,71,31,34,321,
3663e77a-eb9c-4372-9e98-c076e08e67d4,Calder,56,28,37,82,83,80,366,
01f4c033-aab6-43e1-b64a-8cfac5da80f5,Cale,78,2,62,89,91,60,382,
b2bfdee5-f39f-44dc-a5f7-92df950d3d2e,Caleigh,77,57,76,21,49,27,307,
80c2b36d-5ef7-487b-9efe-2771117e45ae,Cali,30,68,39,25,30,23,215,
49753844-ee92-4dfd-9bab-d0cc3ff7d4a7,Cali,0,37,14,0,100,58,209,
9866479f-11b5-4eee-a775-e6c1091e9a03,Calia,43,73,94,46,66,35,357,
bb435020-e294-4b96-a3a1-6ea311f58f96,Caliah,56,35,44,19,51,29,234,
6d0068cd-8848-4691-8c00-6f952d48b1e3,Caliah,100,47,21,41,63,79,351,
c687e721-f4de-4963-8e43-6d65687e1b3f,Calib,59,57,69,18,24,52,279,
4e2632ad-c2b2-41c8-9dd4-542e6734a3e3,Calie,17,56,30,6,5,50,164,
0e923fc1-71eb-4899-b78f-35b4bab4e00b,Calie,83,56,20,79,60,71,369,
0feeb08b-5957-4b25-a1af-5c540772cb44,Calissa,98,93,38,32,12,34,307,
e92affa9-d129-4575-82b9-47277a478cf4,Calix,70,47,2,64,76,87,346,
577ec215-67c8-4b2c-9d7e-12e237b55a11,Calixto,35,78,49,46,27,86,321,
5df0bdc9-e352-46ab-a2c4-90c660b34888,Calla,87,16,36,43,12,33,227,
49f5f0a9-2f3d-4316-9978-75fdfea6e7d9,Calla,59,96,45,14,13,47,274,
1654db9a-a0ff-4e46-a6fd-eff408592785,Callahan,59,3,71,66,75,6,280,
78fb7b52-3903-466c-8705-8b92e9f17a08,Calleigh,39,62,72,48,90,14,325,
f86554f3-e726-415a-ae3c-685cb6b55582,Callen,71,83,69,34,78,77,412,
7a450b3e-04f5-426d-b1c3-5e3bd8863d40,Calley,42,41,49,37,29,68,266,
ca819555-2593-4921-90eb-24e72245293d,Callia,15,25,26,72,58,17,213,
045eb911-0b31-4ad0-b0ef-87202c73798f,Calliope,1,98,0,71,88,70,328,
05273647-2078-41ba-8da9-c14a3d9d0b6f,Calloway,23,53,100,30,47,75,328,
28c6841c-47e0-4f8f-b1d0-faaf561edbd8,Calogera,18,96,68,22,56,24,284,
9c4f7ad1-862a-4608-a1e7-c08ea001b626,Calub,46,44,82,20,49,93,334,
36b00e06-9616-487a-9618-c2f763b39b72,Calvin,24,18,64,7,38,17,168,
627fb7c4-3e13-455c-b5a7-655f61a2c8a8,Cambree,23,9,49,56,63,59,259,
40ac8d3e-6b1c-4842-8b7a-223f689790bf,Cambree,89,7,78,36,17,26,253,
6ca84cf2-178e-4e6f-9639-86e9d6c3760e,Cambri,38,48,10,40,56,64,256,
db670014-1e19-4a8e-a313-3c5fe7f30af4,Cambry,45,77,32,54,30,95,333,
54ad1000-876d-41a8-9492-0ace2566d8b6,Camdin,33,25,30,21,47,45,201,
e12fb791-2245-452b-b94c-d6c03d583292,Camdin,74,98,27,69,10,41,319,
7d7f4179-80fa-450f-b366-6c06b00fcb49,Camella,96,31,55,95,38,8,323,
2ef40e49-ce04-41d6-9970-fc2ef65cd497,Camerina,93,24,47,21,8,17,210,
77f677b6-174b-4dcc-b7c7-d674b24f793a,Cameron,66,53,93,47,58,27,344,
f834fc51-6527-43c2-bfee-f218c0bd1127,Cameron,93,99,97,65,76,14,444,
ed5daefd-01e0-44b2-9a67-b4989327a520,Cami,64,81,39,4,55,87,330,
163109da-c32b-4297-8ba5-6e300878a3df,Camile,8,11,23,26,79,20,167,
d4b37af1-f9cc-4494-882d-490783e01428,Camilia,6,77,75,77,85,33,353,
f1f8a15c-f387-476b-b20d-fe408b9ac7e8,Camilo,57,57,4,5,69,87,279,
7af15cce-5972-43ad-82c4-d50b9441aad4,Camiyah,1,9,60,66,79,41,256,
ad8edf20-1c1a-4bf0-bda5-ad5e770da052,Cammi,64,47,40,8,74,0,233,
9ff0f557-7ab1-4159-9242-6646750917dc,Cammie,61,16,61,91,61,5,295,
7e01f222-c949-4431-b213-04c45edc73b0,Camri,94,76,52,55,99,9,385,
cdca8283-19b5-4b08-b503-febc7d573e66,Canaan,15,58,87,99,53,37,349,
f04a2dea-f45c-4f89-bb62-209352cce4e4,Candee,60,55,45,52,25,24,261,
23d8c1c9-b6f7-4f16-a9ee-59641a2a666a,Candie,71,8,17,22,27,40,185,
c111a46e-8e1a-484e-8870-0bbeaca03832,Candie,1,2,31,54,1,83,172,
d0628ae7-4035-4ba8-9379-069272b73557,Candise,49,18,80,52,95,76,370,
0d3dd22b-0628-4304-a767-8cbf850c3af4,Candise,47,100,61,5,52,50,315,
a46fb574-e72f-4c06-8fd3-b1a6c088b184,Candler,86,94,6,49,68,71,374,
d7d4594f-4197-496c-925a-7e831aea406a,Candyce,45,36,91,29,54,30,285,
2ad81ba1-fc18-4766-9ff8-4c7533f448b7,Caniya,9,64,18,7,26,40,164,
a7ea650a-95d4-421a-9d13-e5ca9fe15818,Cante,90,88,84,2,66,66,396,
7c4ce615-cf0a-4c34-8f14-7d12ca20cc57,Capitola,87,6,9,70,52,10,234,
3221c6fe-fa46-4c41-b0d2-1c6405e3c52a,Caprice,63,91,37,56,41,82,370,
9fefa10e-d75e-45f9-b1ca-bbd8c68627ab,Captola,45,83,53,1,94,38,314,
d1184c68-577a-4036-9f80-e371ad1be4bf,Captola,70,80,41,67,14,0,272,
e30ded71-605a-40ef-b6b4-055248c1eb4e,Captola,80,78,84,11,7,24,284,
0783a488-d32c-4aad-9d44-c781371f3591,Carely,96,28,13,45,32,54,268,
8a4b8a5e-bfc1-48ed-8fb0-7d8d2a7259ea,Caren,25,53,78,98,91,90,435,
727426aa-2328-4577-ad4b-651732ff85a1,Caretha,82,59,80,54,7,22,304,
00367572-f5a0-40d4-8192-735309f059c7,Carie,48,77,72,9,55,63,324,
4b1b1880-c74c-4d34-9b96-e661b10d6a8e,Carisia,93,13,8,95,94,32,335,
89eb2967-9492-460b-a7d1-4c6dacfddfe3,Carlene,40,74,65,17,63,40,299,
9a2d0372-d056-498b-b804-630877781510,Carless,62,86,84,33,27,56,348,
39fc0bf6-96c5-40f0-9e3c-273a5f4f6eb0,Carlester,0,24,33,79,81,44,261,
74486df7-f30f-476b-8bd4-fe01d98a8c87,Carletta,32,17,16,55,0,54,174,
a8eaa1ac-6652-4aea-b713-7dce32b4d9a9,Carlette,14,10,75,78,89,26,292,
a8d5a004-5f03-42d6-b139-ed1919467101,Carlin,29,54,9,34,56,53,235,
f238c4cb-8755-49d0-9f32-76409d178f90,Carlin,15,1,95,73,6,33,223,
dc026976-8910-4a6d-b499-c052e3ea29d2,Carlis,88,0,58,29,52,43,270,
ab09a16e-1921-4c6b-90c9-7cf3e77eb5b0,Carlisa,88,92,31,27,75,48,361,
0baa6ff3-d26b-4b0e-8573-e4b017fe1c06,Carlissa,5,40,7,91,72,55,270,
e74a2485-99c7-4235-a6b0-bc82bfc48349,Carlita,77,66,68,89,5,59,364,
bf29be46-9ec3-403c-ae61-ec775e891cfb,Carlitos,70,26,20,25,33,63,237,
122a94e6-6b39-486a-adad-093e36c78095,Carlitos,67,24,86,48,38,49,312,
ad29ed68-0e8d-4d55-9b2a-1548308b00af,Carly,63,88,89,45,9,98,392,
7622ed59-2692-493d-a058-20ff5e325127,Carlye,30,8,53,40,64,29,224,
b06b7829-2eb6-441e-82ea-d539c8cbd191,Carlyle,19,65,56,23,46,87,296,
9755cd45-bc60-445d-ba06-124921391113,Carlyn,2,71,57,71,81,4,286,
1b6090cb-f386-41a7-9c86-a50d25083219,Carlynn,96,89,61,12,15,21,294,
8f8d79c6-0e8e-41be-a263-d1a0490b5290,Carlynn,30,47,8,72,39,92,288,
c31480d8-f1c4-440f-8b1d-91f1f009870d,Carma,79,89,0,48,87,63,366,
bbe5fdb8-d58f-434e-9001-c5f33fc298e9,Carmel,6,0,41,36,76,17,176,
85838560-908d-44bd-b46e-a5c356029529,Carmel,92,80,63,12,63,85,395,
f827668d-55fd-4490-bd2f-4977c0b9548b,Carmelite,96,45,12,88,59,35,335,
332a5825-8ef8-4774-9dc1-d80429cbc617,Carmella,0,61,43,47,38,4,193,
1d79ab14-894e-4c16-b3ab-e4c1a0227cbd,Carmello,22,20,9,23,99,38,211,
fa2609c8-5b25-4c3e-99ba-fb7bc6cbac58,Carmesa,11,82,62,82,89,23,349,
65d73f5a-ae3a-4889-8022-63d5f1a11bd0,Carmina,85,5,66,86,80,39,361,
92cfe10f-ac69-4e07-b2e0-c06dbef389c9,Carolann,63,0,30,78,35,53,259,
65192a87-8d03-4ea3-9198-bfe9156e3716,Carolanne,61,66,36,10,25,52,250,
32d897bb-0520-4bc4-8417-93e0069d0de1,Caroleann,16,12,91,66,34,26,245,
cafdb8d5-e67c-448c-b55a-9c0d0cefd35c,Carolene,95,95,7,19,9,86,311,
09f40cdd-2aad-4a49-8ef9-84892d784466,Carolina,39,61,6,83,60,98,347,
f49c4e4f-226f-4200-9d0f-2ca1b1611b0a,Caroline,11,7,0,11,43,75,147,
f438d5f3-29ea-4014-af81-e00fe9c9ee92,Carollee,37,60,82,36,23,59,297,
40b70e8d-39a7-45ed-b35a-875765f6f30c,Carolynn,9,60,78,32,24,56,259,
766c3719-6a8e-463b-9bc5-3913719f21e3,Carra,95,10,27,42,61,87,322,
7a3cf850-8df7-4b5a-b5d1-ac8e8e3b4ac0,Carra,96,91,29,1,6,46,269,
5c1ee432-a665-4fc8-8cda-3c1f5f55590d,Carrieanne,47,2,28,82,3,85,247,
cc83b8f5-6a99-414a-b49c-84fdce1408bc,Carrina,26,67,18,67,38,70,286,
a7735f8f-749a-4817-ad9e-eadb953e5db0,Carrol,89,34,43,43,48,52,309,
9aae1050-5ade-4966-a0e1-15ff99f3c509,Carron,100,92,17,29,16,80,334,
a81ea6ca-a6f6-4292-8f02-5a54fc8dc799,Carson,7,81,12,9,36,67,212,
81aceb9d-399b-40db-8de2-7d80bfc04072,Carsten,0,36,68,43,21,13,181,
2074243d-f61d-43b4-a8fe-3b458a4198fd,Carter,12,77,58,60,0,49,256,
2e59d631-b5f3-4cdc-a6c6-37719fc06f30,Cary,36,83,66,36,52,83,356,
b8881356-97a3-478b-970e-a1b8acbf9310,Caryl,92,84,96,96,82,14,464,
55bc2c77-1c50-4456-9910-d622de772fb8,Carylon,33,28,79,41,96,39,316,
5511e766-56eb-482e-a585-8dca00091f3a,Carys,21,12,63,18,69,45,228,
085d2645-502e-4058-8499-1b6f43689d9c,Casandra,19,58,9,98,94,41,319,
ded1dce0-7a11-4f6b-9042-8e2cc250de9d,Casandra,90,5,94,30,93,92,404,
2a79149d-a9fc-41f7-bdda-0c0004f2146e,Casaundra,97,2,30,14,18,33,194,
c2cb8b6c-c5b0-42ea-9f5a-c85d4eae915e,Casey,9,55,81,81,1,82,309,
8c723883-33a2-41ec-ab5e-b1b891b9f053,Cashius,5,11,17,22,48,15,118,
e26336cf-f88e-47b2-857e-439d27d60526,Casie,27,81,83,70,3,96,360,
8eed950c-cabb-4bec-ac18-98a7fb8e6a4e,Casmira,15,28,55,0,35,74,207,
ba9a8ab7-00ce-4351-aad5-734c20a3f8af,Cass,98,28,93,99,16,80,414,
e7fc5026-d99f-482d-a565-1283b3d2b724,Cassady,40,83,21,15,65,6,230,
f6b5c379-9922-48e9-a33b-ae31e3114699,Cassaundra,85,59,42,22,28,45,281,
e10dfa3e-6b0c-4316-b32c-05fa43ef7660,Cassi,42,38,53,77,71,93,374,
11f38c12-9aa6-44fe-b0fb-9258328512f3,Cassidee,82,22,90,75,14,94,377,
d5347aad-a498-4d70-bdce-cbccfab9b0aa,Cassidi,40,74,67,70,15,23,289,
6099a572-2db6-41e5-8fdc-4bd4e436cea2,Cassidi,8,96,33,15,34,68,254,
0089340e-f356-46f6-82f5-bedfb2811f87,Cassidie,85,48,92,78,31,60,394,
cb0b4116-add3-4f51-ba7d-e7c3c05fb90d,Cassidy,79,100,9,7,97,22,314,
7eea136b-b081-4d6d-b7ca-fff3231c4d30,Cassie,36,99,86,19,93,92,425,
3de7f217-2921-467b-b0a3-b6186921f355,Cassiel,56,49,69,16,6,88,284,
dfce5836-2345-45fa-bc00-ad0c283f9b98,Cassondr,33,25,94,75,31,40,298,
521e5945-7d63-44fc-a8b7-1c1e63182854,Caston,5,57,94,80,54,19,309,
08a9c294-5801-4516-aaef-eccfdbc1b936,Casyn,81,38,62,64,90,72,407,
319a2419-e7db-448a-a642-6c1df9f161df,Catalaya,30,89,55,19,89,45,327,
468c5600-dade-4253-bbc6-e044fa668944,Cataldo,84,42,63,72,96,59,416,
d0b47524-3c96-49fc-b5e1-68ec08105a5f,Cataleyah,22,7,38,90,21,98,276,
0c4c8f1a-3795-49ac-8dbe-6331a23bcad5,Catalia,71,48,47,79,69,36,350,
d3a669ef-8349-44ef-b916-72dc3b965765,Catalina,9,28,91,38,51,90,307,
00d1fc0f-b4bd-4952-9f72-192db0b55842,Catarina,28,66,83,90,28,58,353,
4bc5a8a2-fb11-4b47-bbdd-7aee73322c30,Catarina,19,66,9,50,71,55,270,
77102e55-5db3-4d4f-80d6-c31872aba4ac,Catarino,66,85,42,21,20,35,269,
4a9f2158-f4c7-4705-8ab7-56ba4dbd98ba,Catarino,34,49,9,79,85,59,315,
574dd549-22a0-40f8-bca9-37ad444ef037,Cate,7,92,90,22,48,81,340,
3f2a16b4-efb3-470a-8350-7c476de042e5,Catello,0,6,35,17,6,31,95,
c130a474-af9e-457a-99fc-02a97b8134e1,Catello,80,69,0,31,73,56,309,
6dbee354-d7c3-49fa-9035-df7f04e589d1,Catelynn,56,60,35,36,34,59,280,
9e026072-2be6-4efa-a560-8e4045750e1a,Caterin,27,79,34,89,1,5,235,
bc8ae7dc-8516-42af-9082-1ca3a129dfb2,Cathe,53,6,60,58,96,6,279,
a1876432-07a0-492b-aab6-8d1f3ac77cd1,Catherina,52,38,10,14,77,24,215,
c61e24ab-0700-4380-bd3a-f7a4723a2886,Catheryn,15,92,22,51,81,47,308,
f768cfe2-e4c4-450b-bdfe-8897cde35e76,Cathi,84,62,33,30,50,61,320,
3577320f-28f5-4686-85c6-b63863917fd0,Cathrine,43,75,42,96,2,60,318,
ebf6f44f-1bd5-4767-9313-e3a4d4d96bf0,Catina,88,72,3,52,51,15,281,
e34612d9-d07f-4af3-958c-65a211def161,Catriona,67,18,95,92,70,22,364,
3211cad5-4f58-4e7d-8492-baa331bc6946,Catriona,63,74,71,19,58,91,376,
9b30b2ec-fb26-44df-bde3-70eb30fa1399,Cattaleya,72,80,57,50,40,77,376,
d8d254bd-2c52-4530-992c-635a9f8a94c2,Cattaleya,89,37,89,14,92,39,360,
3bab3de3-c0d6-463f-af24-2b6cfd830248,Cattie,45,35,59,10,76,31,256,
7aacc24a-1b91-4721-9044-4c7b487b5407,Cauy,27,7,71,49,42,77,273,
e51603ce-bc6d-4116-aa58-dbe016490c87,Cayenne,67,73,65,44,63,74,386,
0d2f2246-bc4d-491f-8cd4-bd1fd0a7d405,Cayenne,94,26,3,12,97,12,244,
b2565fe8-596d-4904-a1b6-d32127e682c0,Cayla,11,75,67,6,80,81,320,
44c7515f-2072-45a1-af2d-ee11227cc4d8,Cayleb,51,98,47,36,84,85,401,
0caabf3c-37e8-4987-b689-1dea66a4ea9b,Caylin,87,43,92,76,18,15,331,
ed0e9c0a-e2d8-4d1b-b486-861c21451088,Caylynn,88,12,32,17,92,19,260,
23647907-0efc-49d9-af96-f211eb59e2c4,Ceceilia,58,93,6,26,73,16,272,
cd9d71af-6eaa-44aa-a7c8-ae6c2089015c,Cecelie,23,49,100,2,36,1,211,
e29481c4-3d6c-4cdb-a289-ba9e6cd96372,Cecely,45,77,88,61,87,26,384,
beef543a-758b-45e5-837b-3df058750747,Cecila,24,99,69,67,63,64,386,
911f2226-7932-4754-8929-8c9c973c7edb,Cecilio,91,35,57,34,54,35,306,
0e4c6521-f3f8-413b-9ccb-00e0a1a66f26,Cecille,37,99,29,87,95,30,377,
3dd9e807-40d8-4640-b424-077a0df32568,Cecille,82,70,44,68,86,74,424,
7f2ec861-05b1-42cf-a4a8-db29f8ee39f1,Cecily,90,82,28,69,100,12,381,
164d158c-6594-4486-892b-b7b21dd086ed,Cecily,10,94,33,70,60,52,319,
6172f035-557e-4d5d-b1a5-035c8c30b304,Ceferino,1,28,72,42,43,14,200,
f918c635-efb3-4a4c-a621-67a7564bd1ca,Ceirra,12,23,11,14,25,60,145,
a9e8c290-c0e7-4ec5-85a2-a6e700c65ffa,Cele,41,97,40,89,25,23,315,
6a7d1604-4b2f-4409-bce2-cc785d5bed0d,Cele,89,6,97,36,67,83,378,
0cfef915-3afd-4eb3-aa02-e86e29fb32ae,Celest,50,60,82,22,88,100,402,
ad3b3882-0aef-4543-91c5-c55d66da6b9a,Celesta,62,30,55,73,16,12,248,
